,link,pub_titles,predicted category
204,https://www.researchgate.net/profile/Torbjorn-Torsheim,"Sharing of Alcohol-Related Content on Social Networking Sites: Frequency, Content, and Correlates",biology
205,https://www.researchgate.net/profile/Torbjorn-Torsheim,"Alcohol use among Norwegian students Demographics, personality and psychological health correlates of drinking patterns",biology
206,https://www.researchgate.net/profile/Torbjorn-Torsheim,"Do Online Privacy Concerns Predict Selfie Behavior among Adolescents, Young Adults and Adults?",biology
207,https://www.researchgate.net/profile/Torbjorn-Torsheim,The relationships between mental health symptoms and gambling behavior in the transition from adolescence to emerging adulthood,biology
208,https://www.researchgate.net/profile/Torbjorn-Torsheim,Early-life income inequality and adolescent health and well-being,biology
209,https://www.researchgate.net/profile/Torbjorn-Torsheim,When Is a New Scale not a New Scale? The Case of the Bergen Shopping Addiction Scale and the Compulsive Online Shopping Scale,biology
210,https://www.researchgate.net/profile/Torbjorn-Torsheim,Participant characteristics and outcomes of relationship education in the transition to parenthood,biology
211,https://www.researchgate.net/profile/Torbjorn-Torsheim,An empirical real-world study of losses disguised as wins in electronic gaming machines,physics
212,https://www.researchgate.net/profile/Torbjorn-Torsheim,Psychometric Validation of the Revised Family Affluence Scale: a Latent Variable Approach,biology
213,https://www.researchgate.net/profile/Torbjorn-Torsheim,Patterns of Socioeconomic Inequality in Adolescent Health Differ According to the Measure of Socioeconomic Position,biology
214,https://www.researchgate.net/profile/Torbjorn-Torsheim,Age and gender differences in photo tagging gratifications,biology
215,https://www.researchgate.net/profile/Torbjorn-Torsheim,The effect of sleep deprivation on leadership behaviour in military officers: An experimental study,biology
216,https://www.researchgate.net/profile/Torbjorn-Torsheim,"Semantics bias in cross-national comparative analyses: Is it good or bad to have ""fair"" health?",biology
217,https://www.researchgate.net/profile/Torbjorn-Torsheim,Growing up unequal: gender and socioeconomic differences in young people's health and well-being. Health Behaviour in School-aged Children (HBSC) Study: International Report from the 2013/14 Survey.,biology
218,https://www.researchgate.net/profile/Torbjorn-Torsheim,Trends in Food Habits and Their Relation to Socioeconomic Status among Nordic Adolescents 2001/2002-2009/2010,biology
219,https://www.researchgate.net/profile/Torbjorn-Torsheim,Environmental and temperamental correlates of alcohol user patterns in grade 7 students,biology
220,https://www.researchgate.net/profile/Torbjorn-Torsheim,Effect of Prepregnancy Alcohol Consumption on Postpartum Relationship Satisfaction and Divorce among Norwegian Mothers,biology
221,https://www.researchgate.net/profile/Torbjorn-Torsheim,The global epidemiology of anabolic steroid use.,biology
222,https://www.researchgate.net/profile/Torbjorn-Torsheim,The Bergen Shopping Addiction Scale: Reliability and validity of a brief screening test,biology
223,https://www.researchgate.net/profile/Torbjorn-Torsheim,Predictors of Postpartum Change in Alcohol Use in Norwegian Mothers,biology
224,https://www.researchgate.net/profile/Torbjorn-Torsheim,Trend analyses in the health behaviour in school-aged children study: Methodological considerations and recommendations,biology
225,https://www.researchgate.net/profile/Torbjorn-Torsheim,"Trends in multiple recurrent health complaints in 15-year-olds in 35 countries in Europe, North America and Israel from 1994 to 2010",biology
226,https://www.researchgate.net/profile/Torbjorn-Torsheim,Trends in health complaints from 2002 to 2010 in 34 countries and their association with health behaviours and social context factors at individual and macro-level,biology
227,https://www.researchgate.net/profile/Torbjorn-Torsheim,Anabolic-androgenic steroid use in the Nordic countries: A meta-analysis and meta-regression analysis,biology
228,https://www.researchgate.net/profile/Torbjorn-Torsheim,The use of parental occupation in adolescent health surveys. An application of ISCO-based measures of occupational status,biology
229,https://www.researchgate.net/profile/Torbjorn-Torsheim,Attitudes towards use of anabolic-androgenic steroids among Ghanaian high school students,biology
230,https://www.researchgate.net/profile/Torbjorn-Torsheim,Relationship Satisfaction Reduces the Risk of Maternal Infectious Diseases in Pregnancy: The Norwegian Mother and Child Cohort Study,biology
231,https://www.researchgate.net/profile/Torbjorn-Torsheim,Night work and symptoms of anxiety and depression among nurses: A longitudinal study,biology
232,https://www.researchgate.net/profile/Torbjorn-Torsheim,Prevalence and correlates of anabolic–androgenic steroid use in a nationally representative sample of 17-year-old Norwegian adolescents,biology
233,https://www.researchgate.net/profile/Torbjorn-Torsheim,"A school based study of time trends in food habits and their relation to socio-economic status among Norwegian adolescents, 2001-2009",biology
234,https://www.researchgate.net/profile/Torbjorn-Torsheim,"Loneliness, Social Integration and Consumption of Sugar-Containing Beverages: Testing the Social Baseline Theory",biology
235,https://www.researchgate.net/profile/Torbjorn-Torsheim,The Relationship Between Structural Game Characteristics and Gambling Behavior: A Population-Level Study,biology
236,https://www.researchgate.net/profile/Torbjorn-Torsheim,Teacher Collective Efficacy and Its Influence on Student Problem Behavior,biology
237,https://www.researchgate.net/profile/Torbjorn-Torsheim,Predictors of Use of Social Network Sites at Work - A Specific Type of Cyberloafing,biology
238,https://www.researchgate.net/profile/Torbjorn-Torsheim,The global epidemiology of anabolic-androgenic steroid use: A meta-analysis and meta-regression analysis,biology
239,https://www.researchgate.net/profile/Torbjorn-Torsheim,Prevalence and Correlates of Problem Gambling in a Representative Sample of Norwegian 17-Year-Olds,biology
240,https://www.researchgate.net/profile/Torbjorn-Torsheim,Use of online social network sites for personal purposes at work: does it impair self-reported performance?,biology
241,https://www.researchgate.net/profile/Torbjorn-Torsheim,Pathways to adulthood and their precursors and outcomes,biology
242,https://www.researchgate.net/profile/Torbjorn-Torsheim,Corrigendum to “Absolute and relative family affluence and psychosomatic symptoms in adolescents” [Soc Sci Med 91 (2013) 25–31],biology
243,https://www.researchgate.net/profile/Torbjorn-Torsheim,Absolute and relative family affluence and psychosomatic symptoms in adolescents,biology
244,https://www.researchgate.net/profile/Torbjorn-Torsheim,Does relationship satisfaction protect against physical diseases in pregnancy?,biology
245,https://www.researchgate.net/profile/Torbjorn-Torsheim,Item response drift in the Family Affluence Scale: A study on three consecutive surveys of the Health Behavior in School-aged Children (HBSC) survey,biology
246,https://www.researchgate.net/profile/Torbjorn-Torsheim,"Gaming Addiction, Gaming Engagement, and Psychological Health Complaints Among Norwegian Adolescents",biology
247,https://www.researchgate.net/profile/Torbjorn-Torsheim,Beware the angry leader: Trait anger and trait anxiety as predictors of petty tyranny,biology
248,https://www.researchgate.net/profile/Torbjorn-Torsheim,Changes in alcohol use and relationship satisfaction in Norwegian couples during pregnancy,biology
249,https://www.researchgate.net/profile/Torbjorn-Torsheim,Equating the HBSC Family Affluence Scale across survey years: A method to account for item parameter drift using a Rasch model,physics
250,https://www.researchgate.net/profile/Torbjorn-Torsheim,Family affluence and cultural capital as indicators of social inequalities in adolescent's eating behaviours: A population-based survey,biology
251,https://www.researchgate.net/profile/Torbjorn-Torsheim,GENDERED LEISURE ACTIVITY BEHAVIOR AMONG NORWEGIAN ADOLESCENTS ACROSS DIFFERENT SOCIO-ECONOMIC STATUS GROUPS,biology
252,https://www.researchgate.net/profile/Torbjorn-Torsheim,Comparing Physical Exercise in Groups to Group Cognitive Behaviour Therapy for the Treatment of Panic Disorder in a Randomized Controlled Trial,biology
253,https://www.researchgate.net/profile/Torbjorn-Torsheim,"Reliability and Validity of Family Affluence Scale (FAS II) among Adolescents in Beijing, China",biology
254,https://www.researchgate.net/profile/Torbjorn-Torsheim,Development of a Facebook Addiction Scale,biology
255,https://www.researchgate.net/profile/Torbjorn-Torsheim,Adding a Baby to the Equation. Married and Cohabiting Women's Relationship Satisfaction in the Transition to Parenthood,physics
256,https://www.researchgate.net/profile/Torbjorn-Torsheim,Cross-National Measurement Invariance of the Teacher and Classmate Support Scale,physics
257,https://www.researchgate.net/profile/Torbjorn-Torsheim,"National Income and Income Inequality, Family Affluence and Life Satisfaction Among 13 year Old Boys and Girls: A Multilevel Study in 35 Countries",physics
258,https://www.researchgate.net/profile/Torbjorn-Torsheim,Intensive Quality Assurance of Therapist Adherence to Behavioral Interventions for Adolescent Substance Use Problems,biology
259,https://www.researchgate.net/profile/Torbjorn-Torsheim,Multilevel analysis of the relationship between teacher collective efficacy and problem behaviour in school,biology
260,https://www.researchgate.net/profile/Torbjorn-Torsheim,Testing the Work Environment Hypothesis of Bullying on a Group Level of Analysis: Psychosocial Factors as Precursors of Observed Workplace Bullying,physics
261,https://www.researchgate.net/profile/Torbjorn-Torsheim,Patterns of screen-based sedentary behavior and physical activity and associations with overweight among Norwegian adolescents: A latent profile approach,biology
262,https://www.researchgate.net/profile/Torbjorn-Torsheim,Screen-based activities and physical complaints among adolescents from the Nordic countries,biology
263,https://www.researchgate.net/profile/Torbjorn-Torsheim,Is spending time in screen-based sedentary behaviors associated with less physical activity: A cross national investigation,biology
264,https://www.researchgate.net/profile/Torbjorn-Torsheim,Local school policies increase physical activity in Norwegian secondary schools,biology
265,https://www.researchgate.net/profile/Torbjorn-Torsheim,Sosial ulikhet i ungdoms helse: Er helseatferd viktig?,biology
266,https://www.researchgate.net/profile/Torbjorn-Torsheim,The Strengths and Difficulties Questionnaire in the Bergen Child Study: A Conceptually and Methodically Motivated Structural Analysis,biology
267,https://www.researchgate.net/profile/Torbjorn-Torsheim,"Subjective health, symptom load and quality of life of children and adolescents in Europe",biology
268,https://www.researchgate.net/profile/Torbjorn-Torsheim,A longitudinal study of the relationship between leisure-time physical activity and depressed mood among adolescents,biology
269,https://www.researchgate.net/profile/Torbjorn-Torsheim,Tracking of leisure-time physical activity during adolescence and young adulthood: A 10-year longitudinal study,biology
270,https://www.researchgate.net/profile/Torbjorn-Torsheim,Time trends in sleep-onset difficulties among Norwegian adolescents: 1983-2005,biology
271,https://www.researchgate.net/profile/Torbjorn-Torsheim,The characteristics of the outdoor environment associated with physical activity,biology
272,https://www.researchgate.net/profile/Torbjorn-Torsheim,Physical environmental characteristics and individual interests as correlates of physical activity in Norwegian secondary schools: the Health Behaviour in School-Aged Children study,biology
273,https://www.researchgate.net/profile/Torbjorn-Torsheim,An international scoring system for self-reported health complaints in adolescents,biology
274,https://www.researchgate.net/profile/Torbjorn-Torsheim,Researching health inequalities in adolescents: The development of the Health Behaviour in School-Aged Children (HBSC) Family Affluence Scale,biology
